SR_Pcode,SR_Name_Eng,District/SAZ_Pcode,District/SAZ_Name_Eng,Tsp_Pcode,Township_Name_Eng,VT_Pcode,Village_Tract_Name_Eng,Village_Tract_Name_MMR,Source,Start_Date,Modified_End_Date,Notification,Notification_modified,GAD_VillageTract_Status,Field_VillageTract_Status,MIMU_VillageTract_Mapping_Status,Change_Type,Previous_Village_Tract_Name_Eng,Remark
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003028,Boe Daw Na Kone,ဘိုးဒေါနကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003027,Bwet Gyi,ဘွက်ကြီး,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003007,Chaung Wa,ချောင်းဝ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003002,Hla Pa Dar,လှပဒါး,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003011,Hle Ngoke Chaung,လှည်းငုတ်ချောင်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003008,Hmaw Bi Chaung Wa,မှော်ဘီချောင်းဝ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003009,Hnaw Kone,နှောကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003012,Hpu Gyi,ဖူးကြီး,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003017,In Gyin Kone,အင်ကြင်းကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003038,In Hlyat,အင်လျက်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003020,Kan Ka Lay (M),ကံကလေး (အမ်),GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003018,Ku Lar Kone (U Htun Hla Ah Su),ကုလားကုန်း (ဦးထွန်းလှအစု),GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003036,Leik Poke Taw Ywar Gyi,လိပ်ပုတ်တောရွာကြီး,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003013,Let Pan Tan Su,လက်ပံတန်းစု,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003003,Min,မင်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003031,Moe Kyoe Pyit,မိုးကြိုးပစ်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003021,Myaung Ta Kar,မြောင်းတကာ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003023,Myit Kyoe,မြစ်ကျိုး,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003019,Myo Chaung,မြို့ချောင်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003029,Nyaung Hnit Pin,ညောင်နှစ်ပင်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003022,Nyaung Kone,ညောင်ကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003006,Pa Thi,ပသီ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003025,Pauk Kone,ပေါက်ကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003004,Pet Tan,ပက်တန်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003039,Sat Thwar Taw,ဆတ်သွားတော,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003005,Shwe Hlay Gyi,ရွှေလှေကြီး,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003024,Shwe Mya Yar Kone,ရွှေမြယာကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003001,Tat Gyi Kone,တပ်ကြီးကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003026,Than Day Pin,သန္ဒေပင်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003034,Thar Yar Kone,သာယာကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003035,Thea Kone,သဲကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003015,War Net Chaung Bu Tar,ဝါးနက်ချောင်းဘူတာ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003014,War Pa Taw,ဝါးပတော,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003032,Yae Paw Theit,ရေပေါ်သဲ့,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003033,Yin Taik Pin,ယင်းတိုက်ပင်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003030,Yoe Gyi,ရိုးကြီး,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006048,Ah Lein Lel,အလိန်လည်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006017,Ah Pyin Yae Kyaw,အပြင်ရေကျော်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006045,Ah Su Gyi,အစုကြီး,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006018,Ah Twin Yae Kyaw,အတွင်းရေကျော်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006023,Baw Lel,ဘောလည်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006043,Bu Tha Nut,ဘူးသနွတ်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006013,Chaung Nyi Ah Ko,ချောင်းညီအစ်ကို,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006051,Da Ne Ri,ဓနဲရိ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006020,Dat Taw Kone,ဓါတ္တော်ကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006009,Daunt Gyi,ဒေါင့်ကြီး,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006035,Deik Kone,ဒိတ်ကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006019,Hle Seik,လှည်းဆိပ်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006030,Hnget Thaik,ငှက်သိုက်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006015,Hpoe Nat Pay,ဖိုးနတ်ပေး,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006001,Htein Hnit Pin,ထိန်နှစ်ပင်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006032,Htein Kone,ထိန်ကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006003,Ka Lein,ကလိန်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006025,Ka Myaing,ကမြိုင်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006041,Ka Twei,ကတွယ်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006028,Kone Hle Seik,ကုန်းလှည်းဆိပ်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006022,Kya Man,ကြမန်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006012,Kyar Hone,ကျားဟုန်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006050,Kyar Inn,ကြာအင်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006049,Kyu Taw,ကျူတော,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006037,Kywe Chan Yoe (Kyein Paik Gyi),ကျွဲခြံရိုး (ကြိမ်ပိုက်ကြီး),GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006042,Kywe Ku,ကျွဲကူး,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006004,La Mu Tan Gyi,လမုတန်းကြီး,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006044,Ma Shwe U,မရွှေဥ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006021,Me Pa Li,မဲပလီ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006039,Mya Ge,မြဂဲ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006010,Ne Byaw,နဲဗျော,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006014,Ne Tha Mein,နဲသမိန်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006027,Nyunt Paung,ညွန့်ပေါင်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006036,Pa Yut,ပရွတ်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006040,Pan Taing (Lat Kyat),ပန်းတိုင် (လက်ကြပ်),GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006011,Pet Inn Ka Lay,ပက်အင်းကလေး,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006034,Rakhine Yoe Gyi,ရခိုင်ရိုးကြီး,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006031,San Da Yaw,စန္ဒယော်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006016,San Kin Gyi,စံကင်းကြီး,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006052,Sat Ka Lay,ဆတ်ကလေး,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006026,Shwe Kyar Byaik,ရွှေကြာဗျိုက်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006054,Ta Dar U,တံတားဦး,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006024,Ta Hlaing Hmi,တလိုင်မှီ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006047,Taw La Teit,တော်လတဲ့,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006029,Tet Thit,တက်သစ်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006008,Tha Bawt Chaung,သဘော့ချောင်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006002,Than Pu Yar Khon,သံပုရာခုံ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006046,Tu Chaung,တူးချောင်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006033,War Ta Yar (West),ဝါးတရာ (အနောက်),GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006053,Yae Hpyu,ရေဖြူ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006006,Yae Paw Thaung,ရေပေါ်သောင်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006038,Yae So,ရေစို,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006007,Yae Twin Kone,ရေတွင်းကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006005,Yoe Gwa,ရိုးခွ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028024,Ah Hpyauk,အဖျောက်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028007,Auk Kyaung,အောက်ကျောင်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028041,Boet Din,ဘို့ဒင်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028011,Hmaw Taw,မှော်တော,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028019,Hnget Aw San,ငှက်အော်စမ်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028037,Hpa Yon Chaung,ဖရုံချောင်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028039,Htan Ma Naing,ထမ္မနိုင်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028001,Htan Pin Chaung,ထန်းပင်ချောင်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028051,Htan Ta Pin,ထန်းတပင်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028046,Ka Mar Ka Nee,ကမာကနီး,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028016,Ka Nyin Ngu,ကညင်ငူ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028038,Kan Thone Kan,ကန်သုံးကန်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028015,Kha Laung,ခလောင်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028050,Kha Yaik Kha Ni,ခရိုက်ခနိ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028035,Koe Taung,ကိုးတောင်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028005,Kyaik Htaw (North),ကျိုက်ထော် (မြောက်),GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028006,Kyaik Htaw (South),ကျိုက်ထော် (တောင်),GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028034,Kyar Kan,ကြာကန်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028048,Kyon Da Yei,ကျုံဒရယ်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028009,Kyon La Tar,ကျုံလတာ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028049,Kyu Taw Chaung,ကျူတောချောင်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028045,Kywe Lu Aing,ကျွဲလူးအိုင်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028031,Lar Wa Di,လာဝတီ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028033,Let Khaik,လက်ခိုက်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028027,Ma Gyi Kan,မကျီးကန်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028013,Ma Sei Seik,မဆယ်ဆိပ်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028044,Ma Wun,မဝန်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028028,Myauk Chaung,မြောက်ချောင်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028036,Myet San Ni,မျက်ဆံနီ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028026,Nat Sin Kone,နတ်စင်ကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028020,Nat Yae Twin,နတ်ရေတွင်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028004,Nyaung Kone,ညောင်ကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028040,Nyaung Pin Thar,ညောင်ပင်သာ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028023,Pein Hne Kone,ပိန်းနဲကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028010,Popa,ပုပ္ပါး,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028042,Pyar Hmut,ပျားမွှတ်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028003,Pyin Ka Doe,ပျဉ်းကတိုး,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028032,Sa Bagan,ဆပုဂံ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028029,San Kauk,စမ်းကောက်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028054,Sar Taing Hmut,ဆားတိုင်မွှတ်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028017,Shar Bwar,ရှာဘွား,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028018,Ta Ku Pon,တကူပုံ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028014,Ta Loke Htaw,တလုတ်ထော်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028053,Tar Taik,တာတိုက်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028030,Taung Chaung,တောင်ချောင်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028047,Tha Khut Pin,သခွတ်ပင်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028008,Tha Meit,သမဲ့,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028052,Tha Min Chan,သမင်ခြံ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028055,Tha Yet Taw,သရက်တော,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028043,War Ba Lauk Thauk,ဝါးဘလောက်သောက်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028012,War Thein Kha,ဝါးသိင်္ခ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028025,Yae Hpyu Twin,ရေဖြူတွင်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028002,Yae Kyaw,ရေကျော်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028022,Ywar Tan Shey,ရွာတန်းရှည်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028021,Za Yat Kone,ဇရပ်ကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013026,Kayan,MMR013026009,Ah Lel Ywar,အလယ်ရွာ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013026,Kayan,MMR013026040,Aung Chan Thar,အောင်ချမ်းသာ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013026,Kayan,MMR013026010,Aye Ywar,အေးရွာ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013026,Kayan,MMR013026026,Bagan Taung,ပုဂံတောင်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013026,Kayan,MMR013026041,Bo Ka Lay,ဘိုကလေး,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013026,Kayan,MMR013026028,Day Pauk,ဒေးပေါက်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013026,Kayan,MMR013026004,Gyone Gyone Kya,ကျုံးကျုံးကျ,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013026,Kayan,MMR013026013,Hla Bi Lu,လှဘီလူး,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013026,Kayan,MMR013026030,Hpa Yar Pyo,ဘုရားပျို,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013026,Kayan,MMR013026032,Hta Yan Kan,ထရန်ကန်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013026,Kayan,MMR013026008,Ka Mar Chaik,ကမာချိုက်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013026,Kayan,MMR013026018,Ka Mar Ka Loke,ကမာကလုတ်,GAD,,,,,Active,N/A,Active,,,Name changed from Ka Ma Ka Lu
MMR013,Yangon,MMR013D003,Yangon (South),MMR013026,Kayan,MMR013026002,Ka Mar Mat,ကမာမတ်,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013026,Kayan,MMR013026024,Kan Beit,ကံဘဲ့,GAD,,,,,Active,N/A,Active,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013026,Kayan,MMR013026043,Kan Kaung,ကံကောင်း,GAD,,,,,Active,N/A,Active,,,
