Region,Township,Village Tract/ Ward,Postal Code,VT_Pcode,Ward_Pcode,Pcode_Status
Kayin ,Hpapun ,Pu Zun Myaung ,1303229,MMR003003030,,Found
Kayin ,Hpapun ,War Kaw Kyay ,1303230,MMR003003031,,Found
Kayin ,Hpapun ,Daw Mwe ,1303231,MMR003003032,,Found
Kayin ,Hpapun ,Myin Ta Pyay ,1303232,MMR003003033,,Found
Kayin ,Hlaingbwe ,(Ka Gyi) ,1304001,,MMR003002701501,Found
Kayin ,Hlaingbwe ,(Kha Gway) ,1304002,,MMR003002701502,Found
Kayin ,Hlaingbwe ,(Ga Nge) ,1304003,,MMR003002701503,Found
Kayin ,Hlaingbwe ,(Ga Gyi) ,1304004,,MMR003002701504,Found
Kayin ,Hlaingbwe ,Ka Mawt Ka Chu ,1304200,MMR003002001,,Found
Kayin ,Hlaingbwe ,Kawt Hlaing ,1304201,MMR003002002,,Found
Kayin ,Hlaingbwe ,Win Sein ,1304202,MMR003002003,,Found
Kayin ,Hlaingbwe ,Naung Taing ,1304203,MMR003002004,,Found
Kayin ,Hlaingbwe ,Kun Bi ,1304204,MMR003002005,,Found
Kayin ,Hlaingbwe ,Pein Hne Taw ,1304205,MMR003002006,,Found
Kayin ,Hlaingbwe ,Kun Tar ,1304206,MMR003002007,,Found
Kayin ,Hlaingbwe ,Daing Pya ,1304207,MMR003002008,,Found
Kayin ,Hlaingbwe ,Sin Ku ,1304208,MMR003002009,,Found
Kayin ,Hlaingbwe ,Ah Htet Yae Pu ,1304209,MMR003002010,,Found
Kayin ,Hlaingbwe ,Auk Yae Pu ,1304210,MMR003002011,,Found
Kayin ,Hlaingbwe ,Hti Lon ,1304211,MMR003002012,,Found
Kayin ,Hlaingbwe ,Than Ban ,1304212,MMR003002013,,Found
Kayin ,Hlaingbwe ,Naung Tha Ngeit ,1304213,MMR003002014,,Found
Kayin ,Hlaingbwe ,Tha Pu To ,1304214,MMR003002015,,Found
Kayin ,Hlaingbwe ,Tar Paung ,1304215,MMR003002016,,Found
Kayin ,Hlaingbwe ,Ka Di Kan ,1304216,MMR003002017,,Found
Kayin ,Hlaingbwe ,Kawt Myat Gyi ,1304217,MMR003002018,,Found
Kayin ,Hlaingbwe ,Pat Kyaw ,1304218,MMR003002019,,Found
Kayin ,Hlaingbwe ,Nwet Pyin Nyar ,1304219,MMR003002020,,Found
Kayin ,Hlaingbwe ,Me Law Khee ,1304220,MMR003002021,,Found
Kayin ,Hlaingbwe ,Me Tha Mu ,1304221,MMR003002022,,Found
Kayin ,Hlaingbwe ,Kwee Lay ,1304222,MMR003002023,,Found
Kayin ,Hlaingbwe ,Kyar Inn ,1304223,MMR003002024,,Found
Kayin ,Hlaingbwe ,Saw Law ,1304224,MMR003002025,,Found
Kayin ,Hlaingbwe ,Yin Baing ,1304225,MMR003002026,,Found
Kayin ,Hlaingbwe ,Yae Ta Khun ,1304226,MMR003002027,,Found
Kayin ,Hlaingbwe ,Ka Mawt Le (Kyaung) ,1304227,MMR003002028,,Found
Kayin ,Hlaingbwe ,Me La Yaw ,1304228,MMR003002029,,Found
Kayin ,Hlaingbwe ,Ka Mawt Le (Ma Ae) (Ah Lel) ,1304229,MMR003002030,,Found
Kayin ,Hlaingbwe ,Shwe Gun ,1304230,MMR003002031,,Found
Kayin ,Hlaingbwe ,Ko Maung ,1304231,MMR003002032,,Found
Kayin ,Hlaingbwe ,Mya Lay ,1304232,MMR003002033,,Found
Kayin ,Hlaingbwe ,Inn No Theik Pan ,1304233,MMR003002034,,Found
Kayin ,Hlaingbwe ,Ta Wun Hpan Ya ,1304234,MMR003002035,,Found
Kayin ,Hlaingbwe ,Kyon Pa Ko ,1304235,MMR003002036,,Found
Kayin ,Hlaingbwe ,Gyoet Chaung ,1304236,MMR003002037,,Found
Kayin ,Hlaingbwe ,U Daung ,1304237,MMR003002038,,Found
Kayin ,Hlaingbwe ,Ta Khin Lone ,1304238,MMR003002039,,Found
Kayin ,Hlaingbwe ,Thar Yar Kone (Kat Pa Li) ,1304239,MMR003002040,,Found
Kayin ,Hlaingbwe ,Naw Kaw ,1304240,MMR003002041,,Found
Kayin ,Hlaingbwe ,Ta Khwet Hpoe ,1304241,MMR003002042,,Found
Kayin ,Hlaingbwe ,Hta Thein Kyoe Waing ,1304242,MMR003002043,,Found
Kayin ,Hlaingbwe ,Ka So ,1304243,MMR003002044,,Found
Kayin ,Hlaingbwe ,Naung Kha Lone ,1304244,MMR003002045,,Found
Kayin ,Hlaingbwe ,Moe Naing ,1304245,MMR003002046,,Found
Kayin ,Hlaingbwe ,Win Hpa Ya ,1304246,MMR003002047,,Found
Kayin ,Hlaingbwe ,Naung Boe Gyi ,1304247,MMR003002048,,Found
Kayin ,Hlaingbwe ,Ywar Kaing Kaung ,1304248,MMR003002049,,Found
Kayin ,Hlaingbwe ,Kawt Nwet ,1304249,MMR003002050,,Found
Kayin ,Hlaingbwe ,Naung Mya Lwe ,1304250,MMR003002051,,Found
Kayin ,Hlaingbwe ,Kawt Hpa Mut ,1304251,MMR003002052,,Found
Kayin ,Hlaingbwe ,Kawt Ma Yaing ,1304252,MMR003002053,,Found
Kayin ,Hlaingbwe ,Daw Lan ,1304253,MMR003002054,,Found
Kayin ,Hlaingbwe ,Pa Ta ,1304254,MMR003002055,,Found
Kayin ,Hlaingbwe ,Naung Khwee ,1304255,MMR003002056,,Found
Kayin ,Hlaingbwe ,Bi Sa Kat ,1304256,MMR003002057,,Found
Kayin ,Hlaingbwe ,Tar Ka Yar ,1304257,MMR003002058,,Found
Kayin ,Hlaingbwe ,Hti Hpoe Kein ,1304258,MMR003002059,,Found
Kayin ,Hlaingbwe ,Yae Pu Gyi ,1304259,MMR003002060,,Found
Kayin ,Hlaingbwe ,Kyet Tu Yway ,1304260,MMR003002061,,Found
Kayin ,Hlaingbwe ,Paw Lauk ,1304261,MMR003002062,,Found
Kayin ,Hlaingbwe ,Htan Ta Pin ,1304262,MMR003002063,,Found
Kayin ,Hlaingbwe ,Me Pa Ra ,1304263,MMR003002064,,Found
Kayin ,Hlaingbwe ,Tar Lel ,1304264,MMR003002065,,Found
Kayin ,Hlaingbwe ,Win Saw ,1304265,MMR003002066,,Found
Kayin ,Hlaingbwe ,Law Kaw ,1304266,MMR003002067,,Found
Kayin ,Hlaingbwe ,Mi Kyaung ,1304267,MMR003002068,,Found
Kayin ,Hlaingbwe ,Tha Mo ,1304268,MMR003002069,,Found
Kayin ,Hlaingbwe ,Paung ,1304269,MMR003002070,,Found
Kayin ,Hlaingbwe ,Pa Hta Lar Pa ,1304270,MMR003002071,,Found
Kayin ,Hlaingbwe ,Poe Pa Lay ,1304271,MMR003002072,,Found
Kayin ,Myawaddy ,No (1) ,1305001,,MMR003005701501,Found
Kayin ,Myawaddy ,No (2) ,1305002,,MMR003005701502,Found
Kayin ,Myawaddy ,No (3) ,1305003,,MMR003005701503,Found
Kayin ,Myawaddy ,No (4) ,1305004,,MMR003005701504,Found
Kayin ,Myawaddy ,No (5) ,1305005,,MMR003005701505,Found
Kayin ,Myawaddy ,No (6) ,1305006,,MMR003005701506,Found
Kayin ,Myawaddy ,No (7) ,1305007,,MMR003005701507,Found
Kayin ,Myawaddy ,Me Htaw Tha Lay ,1305200,MMR003005001,,Found
Kayin ,Myawaddy ,Htee War Pa Law ,1305201,MMR003005002,,Found
Kayin ,Myawaddy ,Paw Law ,1305202,MMR003005003,,Found
Kayin ,Myawaddy ,Me Ka Lar / Son See Myiang ,1305203,MMR003005004,,Found
Kayin ,Myawaddy ,Tar Oke ,1305204,MMR003005005,,Found
Kayin ,Myawaddy ,Ti Thea Lel (Maw Khee) ,1305205,MMR003005006,,Found
Kayin ,Myawaddy ,Mi Hpar / Tha Bawt Boe ,1305206,MMR003005007,,Found
Kayin ,Myawaddy ,Hpa Lu ,1305207,MMR003005008,,Found
Kayin ,Myawaddy ,Me Ka Nei ,1305208,MMR003005009,,Found
Kayin ,Myawaddy ,Thin Gan Nyi Naung ,1305209,MMR003005010,,Found
Kayin ,Myawaddy ,Kwin Ka Lay ,1305210,MMR003005011,,Found
Kayin ,Myawaddy ,Whayt Shan ,1305211,MMR003005012,,Found
Kayin ,Myawaddy ,Me Pa Leit ,1305212,MMR003005013,,Found
Kayin ,Myawaddy ,Hpar Ka Lu ,1305213,MMR003005014,,Found
Kayin ,Myawaddy ,Pu Lwe Pu ,1305214,MMR003005015,,Found
Kayin ,Myawaddy ,Maw Khee ,1305215,MMR003005016,,Found
Kayin,Myawaddy,Lawt Khaw,1305216,MMR003005017,,Found
Kayin ,Kawkareik ,Chaung Taung ,1306001,,MMR003006701501,Found
Kayin ,Kawkareik ,Win Gyi ,1306002,,MMR003006701502,Found
Kayin ,Kawkareik ,Ah Lel Tan ,1306003,,MMR003006701503,Found
Kayin ,Kawkareik ,Ah Htet Taung Thu Su ,1306004,,MMR003006701504,Found
Kayin ,Kawkareik ,Auk Taung Thu Su ,1306005,,MMR003006701505,Found
Kayin ,Kawkareik ,Ah Nauk Paing ,1306006,,MMR003006701506,Found
Kayin ,Kawkareik ,Ta Dar U ,1306007,,MMR003006701507,Found
Kayin ,Kawkareik ,Tha Yet Taw ,1306200,MMR003006001,,Found
Kayin ,Kawkareik ,Wea Lit ,1306201,MMR003006002,,Found
Kayin ,Kawkareik ,Inn Shey ,1306202,MMR003006003,,Found
Kayin ,Kawkareik ,Kha Nein Hpaw ,1306203,MMR003006004,,Found
Kayin ,Kawkareik ,Na Bu Hnit Char ,1306204,MMR003006005,,Found
Kayin ,Kawkareik ,Na Bu Ta Khun Taing ,1306205,MMR003006006,,Found
Kayin ,Kawkareik ,Naung Ta Pwe ,1306206,MMR003006007,,Found
Kayin ,Kawkareik ,Htee Ka Lay ,1306207,MMR003006008,,Found
Kayin ,Kawkareik ,Naung Kaing ,1306208,MMR003006009,,Found
Kayin ,Kawkareik ,Hti Hpoe Zan ,1306209,MMR003006010,,Found
Kayin ,Kawkareik ,Naung Htet Pan ,1306210,MMR003006011,,Found
Kayin ,Kawkareik ,Mya Pa Taing ,1306211,MMR003006012,,Found
Kayin ,Kawkareik ,Kyon Baing ,1306212,MMR003006013,,Found
Kayin ,Kawkareik ,Daw Hpyar ,1306213,MMR003006014,,Found
Kayin ,Kawkareik ,Yan Koke ,1306214,MMR003006015,,Found
Kayin ,Kawkareik ,Ta Tan Ku ,1306215,MMR003006016,,Found
Kayin ,Kawkareik ,Kawt Nwe ,1306216,MMR003006017,,Found
Kayin ,Kawkareik ,Myauk Kyar Inn ,1306217,MMR003006018,,Found
Kayin ,Kawkareik ,Yae Kyaw Gyi ,1306218,MMR003006019,,Found
Kayin ,Kawkareik ,Haung Tha Yaw ,1306219,MMR003006020,,Found
Kayin ,Kawkareik ,An Hpa Gyi ,1306220,MMR003006021,,Found
Kayin ,Kawkareik ,Set Ka Wet ,1306221,MMR003006022,,Found
Kayin ,Kawkareik ,Dauk Pa Lan ,1306222,MMR003006023,,Found
Kayin ,Kawkareik ,Kyon Doe Chaung Hpyar ,1306223,MMR003006024,,Found
Kayin ,Kawkareik ,Inn Gyi ,1306224,MMR003006025,,Found
Kayin ,Kawkareik ,Kawt War Le ,1306225,MMR003006026,,Found
Kayin ,Kawkareik ,Yae Pu Gyi ,1306226,MMR003006027,,Found
Kayin ,Kawkareik ,Myauk Kan Ma Yaik ,1306227,MMR003006028,,Found
Kayin ,Kawkareik ,Taung Kan Ma Yaik ,1306228,MMR003006029,,Found
Kayin ,Kawkareik ,Tha Mein Dut ,1306229,MMR003006030,,Found
Kayin ,Kawkareik ,Win Ka ,1306230,MMR003006031,,Found
Kayin ,Kawkareik ,Hti Hu Than ,1306231,MMR003006032,,Found
Kayin ,Kawkareik ,Taung Kyar Inn ,1306232,MMR003006033,,Found
Kayin ,Kawkareik ,Laung Kaing ,1306233,MMR003006034,,Found
Kayin ,Kawkareik ,An Kaung ,1306234,MMR003006035,,Found
Kayin ,Kawkareik ,Ta Ri Ta Khaung ,1306235,MMR003006036,,Found
Kayin ,Kawkareik ,Tha Pyu (Ka Maw Pi) ,1306236,MMR003006037,,Found
Kayin ,Kawkareik ,Ah Nauk Bet Kan ,1306237,MMR003006038,,Found
Kayin ,Kawkareik ,Kan Ni ,1306238,MMR003006039,,Found
Kayin ,Kawkareik ,Mi Ka Lon ,1306239,MMR003006040,,Found
Kayin ,Kawkareik ,Ku Lar Kyauk Hpyar ,1306240,MMR003006041,,Found
Kayin ,Kawkareik ,Kayin Kyauk Hpyar ,1306241,MMR003006042,,Found
Kayin ,Kawkareik ,Kawt Hlyan ,1306242,MMR003006043,,Found
Kayin ,Kawkareik ,Hpar Boke ,1306243,MMR003006044,,Found
Kayin ,Kawkareik ,Ei Baing ,1306244,MMR003006045,,Found
Kayin ,Kawkareik ,Ka Nyin Ka Taik ,1306245,MMR003006046,,Found
Kayin ,Kawkareik ,Kha Yit Kyauk Tan ,1306246,MMR003006047,,Found
Kayin ,Kawkareik ,Min Ywar ,1306247,MMR003006048,,Found
Kayin ,Kawkareik ,Kawt Pauk ,1306248,MMR003006049,,Found
Kayin ,Kawkareik ,Kawt Bein ,1306249,MMR003006050,,Found
Kayin,Kawkareik,Kawt Go,1306250,MMR003006051,,Found
Kayin ,Kawkareik ,Paing Yat ,1306251,MMR003006052,,Found
Kayin ,Kawkareik ,Kha Yin ,1306252,MMR003006053,,Found
Kayin ,Kyainseikgyi ,No (1) ,1307001,,MMR003007702501,Found
Kayin ,Kyainseikgyi ,No (2) ,1307002,,MMR003007702502,Found
Kayin ,Kyainseikgyi ,No (3) ,1307003,,MMR003007702503,Found
Kayin ,Kyainseikgyi ,No (4) ,1307004,,MMR003007702504,Found
Kayin ,Kyainseikgyi ,No (5) ,1307005,,MMR003007703505,Found
Kayin ,Kyainseikgyi ,No (6) ,1307006,,MMR003007703506,Found
Kayin ,Kyainseikgyi ,Ah Ka Law ,1307200,MMR003007005,,Found
Kayin ,Kyainseikgyi ,Ah Nan Kwin ,1307201,MMR003007026,,Found
Kayin ,Kyainseikgyi ,Ah Sun ,1307202,MMR003007032,,Found
Kayin ,Kyainseikgyi ,Ah Zin ,1307203,MMR003007044,,Found
Kayin ,Kyainseikgyi ,Da Noe ,1307204,MMR003007011,,Found
Kayin ,Kyainseikgyi ,Dar Li ,1307205,MMR003007006,,Found
Kayin ,Kyainseikgyi ,Hlut Shan ,1307206,MMR003007025,,Found
Kayin ,Kyainseikgyi ,Hpar Kwee ,1307207,MMR003007043,,Found
Kayin ,Kyainseikgyi ,Hpar Pya ,1307208,MMR003007029,,Found
Kayin ,Kyainseikgyi ,Hti Son ,1307209,MMR003007022,,Found
Kayin ,Kyainseikgyi ,Hti War Ka Lu ,1307210,MMR003007041,,Found
Kayin ,Kyainseikgyi ,Ka Mawt ,1307211,MMR003007003,,Found
Kayin ,Kyainseikgyi ,Ka Mawt Thea (Win Lon) ,1307212,MMR003007049,,Found
Kayin ,Kyainseikgyi ,Ka Sat ,1307213,MMR003007012,,Found
Kayin ,Kyainseikgyi ,Kawt Saing ,1307214,MMR003007034,,Found
Kayin ,Kyainseikgyi ,Kha Lel ,1307215,MMR003007020,,Found
Kayin ,Kyainseikgyi ,Kha Lel Saw ,1307216,MMR003007015,,Found
Kayin ,Kyainseikgyi ,Khu Don ,1307217,MMR003007031,,Found
Kayin ,Kyainseikgyi ,Khwar Hay ,1307218,MMR003007047,,Found
Kayin ,Kyainseikgyi ,Khway Thoe Seik ,1307219,MMR003007016,,Found
Kayin ,Kyainseikgyi ,Khwi Ka Lon ,1307220,MMR003007045,,Found
Kayin ,Kyainseikgyi ,Koe Mar ,1307221,MMR003007024,,Found
Kayin ,Kyainseikgyi ,Kun Ka Thaung ,1307222,MMR003007013,,Found
Kayin ,Kyainseikgyi ,Kwin Ka Lay ,1307223,MMR003007037,,Found
Kayin ,Kyainseikgyi ,Kya Khat Chaung ,1307224,MMR003007007,,Found
Kayin ,Kyainseikgyi ,Kyar Inn Shwe Doe ,1307225,MMR003007002,,Found
Kayin ,Kyainseikgyi ,Kyauk Bi Lu ,1307226,MMR003007027,,Found
Kayin ,Kyainseikgyi ,Kyon Kha Wun ,1307227,MMR003007030,,Found
Kayin ,Kyainseikgyi ,Kyun Chaung ,1307228,MMR003007023,,Found
Kayin ,Kyainseikgyi ,Lan Hpar ,1307229,MMR003007033,,Found
Kayin ,Kyainseikgyi ,Lel Taw Gyi ,1307230,MMR003007048,,Found
Kayin ,Kyainseikgyi ,Maw Khe Khee ,1307231,MMR003007038,,Found
Kayin ,Kyainseikgyi ,Mi Na Ah ,1307232,MMR003007042,,Found
Kayin ,Kyainseikgyi ,Mi Tan ,1307233,MMR003007039,,Found
Kayin ,Kyainseikgyi ,Nat Chaung Ah Lel ,1307234,MMR003007009,,Found
Kayin ,Kyainseikgyi ,Nat Chaung Kan Nar ,1307235,MMR003007008,,Found
Kayin ,Kyainseikgyi ,Naung Ta Kho ,1307236,MMR003007051,,Found
Kayin ,Kyainseikgyi ,Paing Ka Lar Don ,1307237,MMR003007036,,Found
Kayin ,Kyainseikgyi ,Pyaung Ma Htein ,1307238,MMR003007021,,Found
Kayin ,Kyainseikgyi ,Seik Ka Lay ,1307239,MMR003007014,,Found
Kayin ,Kyainseikgyi ,Shwe Taung Bo ,1307240,MMR003007001,,Found
Kayin ,Kyainseikgyi ,Ta Khun Taing ,1307241,MMR003007019,,Found
Kayin ,Kyainseikgyi ,Taung Dee ,1307242,MMR003007018,,Found
Kayin ,Kyainseikgyi ,Taung Ka Lay ,1307243,MMR003007046,,Found
Kayin ,Kyainseikgyi ,Taung Waing ,1307244,MMR003007050,,Found
Kayin ,Kyainseikgyi ,Than Pu Yar ,1307245,MMR003007004,,Found
Kayin ,Kyainseikgyi ,Thar Ka Hta ,1307246,MMR003007040,,Found
Kayin ,Kyainseikgyi ,Thin Gan Pin Seik ,1307247,MMR003007035,,Found
Kayin ,Kyainseikgyi ,Win Kha Na ,1307248,MMR003007028,,Found
Kayin ,Kyainseikgyi ,Win Yaw Seik Gyi ,1307249,MMR003007017,,Found
Kayin ,Kyainseikgyi ,Ya Thayt ,1307250,MMR003007010,,Found
Kayin,Thandaung Town,No (1),1360001,,MMR003004702501,Found
Kayin,Thandaung Town,No (2),1360002,,MMR003004702502,Found
Kayin,Thandaung Town,No (3),1360003,,MMR003004702503,Found
Kayin,Thandaung Town,No (4),1360004,,MMR003004702504,Found
Kayin,Leik Tho Town,No (1),1361001,,MMR003004703501,Found
Kayin,Leik Tho Town,No (2),1361002,,MMR003004703502,Found
Kayin,Leik Tho Town,No (3),1361003,,MMR003004703503,Found
Kayin,Leik Tho Town,No (4),1361004,,MMR003004703504,Found
Kayin,Leik Tho Town,No (5),1361005,,MMR003004703505,Found
Kayin,Leik Tho Town,No (6),1361006,,MMR003004703506,Found
Kayin,Baw Ga Li Town,No (1),1362001,,MMR003004704501,Found
Kayin,Baw Ga Li Town,No (2),1362002,,MMR003004704502,Found
Kayin,Baw Ga Li Town,No (3),1362003,,MMR003004704503,Found
Kayin,Baw Ga Li Town,No (4),1362004,,MMR003004704504,Found
Kayin,Kamarmaung Town,No (1),1363001,,MMR003003702501,Found
Kayin,Kamarmaung Town,No (2),1363002,,MMR003003702502,Found
Kayin,Kamarmaung Town,No (3),1363003,,MMR003003702503,Found
Kayin,Kamarmaung Town,No (4),1363004,,MMR003003702504,Found
Kayin,Paingkyon Town,No (1),1364001,,MMR003002702501,Found
Kayin,Paingkyon Town,No (2),1364002,,MMR003002702502,Found
Kayin,Paingkyon Town,No (3),1364003,,MMR003002702503,Found
Kayin,Paingkyon Town,No (4),1364004,,MMR003002702504,Found
Kayin,Paingkyon Town,No (5),1364005,,MMR003002702505,Found
Kayin,Shan Ywar Thit Town,No (1),1365001,,MMR003002703501,Found
Kayin,Shan Ywar Thit Town,No (2),1365002,,MMR003002703502,Found
Kayin,Shan Ywar Thit Town,No (3),1365003,,MMR003002703503,Found
Kayin,Shan Ywar Thit Town,No (4),1365004,,MMR003002703504,Found
Kayin,Su Ka Li Town,No (1),1366001,,MMR003005702501,Found
Kayin,Waw Lay Myaing (Waw Lay) Town,No (1),1367001,,MMR003005703501,Found
Kayin,Waw Lay Myaing (Waw Lay) Town,No (2),1367002,,MMR003005703502,Found
Kayin,Kyondoe Town,No (1),1368001,,MMR003006702501,Found
Kayin,Kyondoe Town,No (2),1368002,,MMR003006702502,Found
Kayin,Kyondoe Town,No (3),1368003,,MMR003006702503,Found
Kayin,Kyondoe Town,No (4),1368004,,MMR003006702504,Found
Kayin,Hpayarthonesu Town,No (1),1369001,,MMR003007702501,Found
Kayin,Hpayarthonesu Town,No (2),1369002,,MMR003007702502,Found
Kayin,Hpayarthonesu Town,No (3),1369003,,MMR003007702503,Found
Kayin,Hpayarthonesu Town,No (4),1369004,,MMR003007702504,Found
Kayin,Kyaikdon Town,No (1),1370001,,MMR003007703501,Found
Kayin,Kyaikdon Town,No (2),1370002,,MMR003007703502,Found
Kayin,Kyaikdon Town,No (3),1370003,,MMR003007703503,Found
Kayin,Kyaikdon Town,No (4),1370004,,MMR003007703504,Found
Kayin,Kyaikdon Town,No (5),1370005,,MMR003007703505,Found
Kayin,Kyaikdon Town,No (6),1370006,,MMR003007703506,Found
Shan  (East),Kengtung ,No (1) ,1701001,,MMR016001701501,Found
Shan  (East),Kengtung ,No (2) ,1701002,,MMR016001701502,Found
Shan  (East),Kengtung ,No (3) ,1701003,,MMR016001701503,Found
Shan  (East),Kengtung ,No (4) ,1701004,,MMR016001701504,Found
Shan  (East),Kengtung ,No (5) ,1701005,,MMR016001701505,Found
Shan  (East),Kengtung ,Kat Taung ,1701200,MMR016001018,,Found
Shan  (East),Kengtung ,Kat Htaik ,1701201,MMR016001004,,Found
Shan  (East),Kengtung ,Kat Hpa ,1701202,MMR016001022,,Found
Shan  (East),Kengtung ,Tar Lay ,1701203,MMR016001031,,Found
Shan  (East),Kengtung ,Nam Hkat ,1701204,MMR016001008,,Found
Shan  (East),Kengtung ,Nam Ni/Nam Long ,1701205,MMR016001025,,Found
Shan  (East),Kengtung ,Nam Inn ,1701206,MMR016001011,,Found
Shan  (East),Kengtung ,Nar Paw ,1701207,MMR016001012,,Found
Shan  (East),Kengtung ,Nawng Kon ,1701208,MMR016001002,,Found
Shan  (East),Kengtung ,Nawng Tawng ,1701209,MMR016001010,,Found
Shan  (East),Kengtung ,Pin Tauk ,1701210,MMR016001020,,Found
Shan  (East),Kengtung ,Pang Kyu ,1701211,MMR016001007,,Found
Shan  (East),Kengtung ,Pang Mat ,1701212,MMR016001005,,Found
Shan  (East),Kengtung ,Mong Kai ,1701213,MMR016001026,,Found
Shan  (East),Kengtung ,Mong Ngun ,1701214,MMR016001028,,Found
Shan  (East),Kengtung ,Mong Zin ,1701215,MMR016001015,,Found
Shan  (East),Kengtung ,Mong Da Hkun ,1701216,MMR016001013,,Found
Shan  (East),Kengtung ,Mong Naw/Hpar Ta ,1701217,MMR016001027,,Found
Shan  (East),Kengtung ,Mong Pat (Upper) ,1701218,MMR016001030,,Found
Shan  (East),Kengtung ,Mong Pat (Lower) ,1701219,MMR016001029,,Found
Shan  (East),Kengtung ,Mong Pang (Middle) ,1701220,MMR016001006,,Found
Shan  (East),Kengtung ,Mong Lan ,1701221,MMR016001017,,Found
Shan  (East),Kengtung ,Mong Lat ,1701222,MMR016001016,,Found
Shan  (East),Kengtung ,Mong Inn ,1701223,MMR016001009,,Found
Shan  (East),Kengtung ,Yang Kying ,1701224,MMR016001021,,Found
Shan  (East),Kengtung ,Yang Hka ,1701225,MMR016001024,,Found
Shan  (East),Kengtung ,Yang Law ,1701226,MMR016001001,,Found
Shan  (East),Kengtung ,Loi Long ,1701227,MMR016001003,,Found
Shan  (East),Kengtung ,Loi Mway ,1701228,MMR016001023,,Found
Shan (East),Kengtung,Wut Sawng,1701229,MMR016001019,,Found
Shan  (East),Kengtung ,Hway Kwei ,1701230,MMR016001014,,Found
Shan  (East),Mongkhet ,No (1) ,1702001,,MMR016002701501,Found
Shan  (East),Mongkhet ,No (2) ,1702002,,MMR016002701502,Found
Shan  (East),Mongkhet ,Ton Hpa Kaw ,1702200,MMR016002008,,Found
Shan  (East),Mongkhet ,Nam Hsaw ,1702201,MMR016002009,,Found
Shan  (East),Mongkhet ,Nam Yang Long ,1702202,MMR016002012,,Found
Shan  (East),Mongkhet ,Nawng Long ,1702203,MMR016002004,,Found
Shan  (East),Mongkhet ,Par Hkar Long ,1702204,MMR016002011,,Found
Shan  (East),Mongkhet ,Par Pun ,1702205,MMR016002010,,Found
Shan  (East),Mongkhet ,Hpar Lan/Kaw ,1702206,MMR016002005,,Found
Shan  (East),Mongkhet ,Mong Kar ,1702207,MMR016002003,,Found
Shan  (East),Mongkhet ,Mong Hnyin ,1702208,MMR016002013,,Found
Shan  (East),Mongkhet ,Mong Hnone ,1702209,MMR016002002,,Found
Shan  (East),Mongkhet ,Mong Han ,1702210,MMR016002007,,Found
Shan  (East),Mongkhet ,Wan Hkoke ,1702211,MMR016002001,,Found
Shan  (East),Mongkhet ,Wan Nawng Long ,1702212,MMR016002006,,Found
Shan (East),Mongkhet,Wan Pin,1702213,MMR016002016,,Found
Shan  (East),Mongkhet ,Wan Aun ,1702214,MMR016002015,,Found
Shan  (East),Mongkhet ,Hoke Pong ,1702215,MMR016002014,,Found
Shan  (East),Mongyang ,Kyein Hin ,1703001,,MMR016003701507,Found
Shan  (East),Mongyang ,Zay Tan ,1703002,,MMR016003701504,Found
Shan  (East),Mongyang ,Par Nwan ,1703003,,MMR016003701511,Found
Shan  (East),Mongyang ,Par Mai ,1703004,,MMR016003701509,Found
Shan  (East),Mongyang ,Mun Ke ,1703005,,MMR016003701501,Found
Shan  (East),Mongyang ,Mong Ping ,1703006,,MMR016003701510,Found
Shan  (East),Mongyang ,Mauk Mai ,1703007,,MMR016003701508,Found
Shan  (East),Mongyang ,Wein Leik ,1703008,,MMR016003701505,Found
Shan  (East),Mongyang ,Ho Kat ,1703009,,MMR016003701506,Found
Shan  (East),Mongyang ,Haw Ke ,1703010,,MMR016003701502,Found
Shan  (East),Mongyang ,Haw Haik ,1703011,,MMR016003701503,Found
Shan  (East),Mongyang ,Nam Hsi Pang ,1703200,MMR016003003,,Found
Shan  (East),Mongyang ,Nam Mawng ,1703201,MMR016003008,,Found
Shan  (East),Mongyang ,Par Hsan Kya ,1703202,MMR016003009,,Found
Shan  (East),Mongyang ,Pauk Nway ,1703203,MMR016003012,,Found
Shan  (East),Mongyang ,Mut Kin ,1703204,MMR016003006,,Found
Shan  (East),Mongyang ,Mun Hkam Hing ,1703205,MMR016003011,,Found
Shan  (East),Mongyang ,Mong Tway ,1703206,MMR016003014,,Found
Shan  (East),Mongyang ,Mong Pauk (Kachin) ,1703207,MMR016003013,,Found
Shan  (East),Mongyang ,Mong Hpyan ,1703208,MMR016003010,,Found
Shan  (East),Mongyang ,Mongyang ,1703209,MMR016003001,,Found
Shan  (East),Mongyang ,Mong Lway ,1703210,MMR016003002,,Found
Shan  (East),Mongyang ,Yang Kawng ,1703211,MMR016003004,,Found
Shan  (East),Mongyang ,Yang Ngin ,1703212,MMR016003005,,Found
Shan  (East),Mongyang ,Ho Tawng ,1703213,MMR016003015,,Found
Shan  (East),Mongyang ,Ann Hkit ,1703214,MMR016003007,,Found
Shan  (East),Mongla ,No (1) ,1704001,,MMR016005701501,Found
Shan  (East),Mongla ,No (2) ,1704002,,MMR016005701502,Found
Shan  (East),Mongla ,Sut Pa Lway ,1704200,MMR016005007,,Found
Shan  (East),Mongla ,Tar Pin ,1704201,MMR016005001,,Found
Shan  (East),Mongla ,Tar Pong ,1704202,MMR016005002,,Found
