SR_Pcode,SR_Name_Eng,District/SAZ_Pcode,District/SAZ_Name_Eng,Tsp_Pcode,Township_Name_Eng,Town_Pcode,Town,Ward_Pcode,Ward_Name_Eng,Ward_Name_MMR,Source,Start_Date,Modified_End_Date,Notification,Notification_modified,GAD_VillageTract_Status,Field_Ward_Status,MIMU_War_Mapping_Status,Change_Type,Remark
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701513,No (13) Ward,အမှတ် (၁၃) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701544,No (130) Ward,အမှတ် (၁၃၀) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701545,No (131) Ward,အမှတ် (၁၃၁) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701546,No (132) Ward,အမှတ် (၁၃၂) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701547,No (133) Ward,အမှတ် (၁၃၃) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701548,No (134) Ward,အမှတ် (၁၃၄) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701549,No (135) Ward,အမှတ် (၁၃၅) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701550,No (136) Ward,အမှတ် (၁၃၆) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701551,No (137) Ward,အမှတ် (၁၃၇) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701552,No (138) Ward,အမှတ် (၁၃၈) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701553,No (139) Ward,အမှတ် (၁၃၉) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701514,No (14) Ward,အမှတ် (၁၄) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701515,No (15) Ward,အမှတ် (၁၅) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701569,No (155) Ward,အမှတ် (၁၅၅) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701570,No (156) Ward,အမှတ် (၁၅၆) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701571,No (157) Ward,အမှတ် (၁၅၇) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701572,No (158) Ward,အမှတ် (၁၅၈) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701573,No (159) Ward,အမှတ် (၁၅၉) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701516,No (16) Ward (East),အမှတ် (၁၆) (အရှေ့ပိုင်း) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701574,No (160) Ward,အမှတ် (၁၆၀) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701575,No (161) Ward,အမှတ် (၁၆၁) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701576,No (162) Ward,အမှတ် (၁၆၂) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701577,No (163) Ward,အမှတ် (၁၆၃) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701578,No (164) Ward,အမှတ် (၁၆၄) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701502,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701503,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701504,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701505,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701517,No (52) Ward,အမှတ် (၅၂) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701506,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701507,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701508,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701509,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701540,Sit Pin (South) Ward,စစ်ပင်တောင်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701541,Taung Ta Loke Ward,တောင်တလုပ်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701543,Thone Khwa (Ah Shey Paing) Ward,သုံးခွ (အရှေ့ပိုင်း) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),MMR013020701542,Ywar Thar Gyi (Ah Shey Paing) Ward,ရွာသာကြီး (အရှေ့ပိုင်း) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701501,No (16) Ward,အမှတ် (၁၆) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701502,No (27) Ward,အမှတ် (၂၇) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701503,No (28) Ward,အမှတ် (၂၈) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701504,No (29) Ward,အမှတ် (၂၉) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701505,No (30) Ward,အမှတ် (၃၀) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701506,No (31) Ward,အမှတ် (၃၁) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701507,No (32) Ward,အမှတ် (၃၂) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701508,No (33) Ward,အမှတ် (၃၃) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701509,No (34) Ward,အမှတ် (၃၄) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701510,No (35) Ward,အမှတ် (၃၅) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701511,No (36) Ward,အမှတ် (၃၆) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701512,No (37) Ward,အမှတ် (၃၇) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701513,No (38) Ward,အမှတ် (၃၈) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701514,No (39) Ward,အမှတ် (၃၉) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701515,No (40) Ward,အမှတ် (၄၀) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701527,No (41) Toe Cheit Ward,အမှတ် (၄၁) တိုးချဲ့ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701516,No (41) Ward,အမှတ် (၄၁) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701517,No (42) Ward,အမှတ် (၄၂) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701518,No (43) Ward,အမှတ် (၄၃) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701519,No (44) Ward,အမှတ် (၄၄) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701520,No (45) Ward,အမှတ် (၄၅) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701521,No (46) Ward,အမှတ် (၄၆) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701522,No (47) Ward,အမှတ် (၄၇) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701523,No (48) Ward,အမှတ် (၄၈) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701524,No (49) Ward,အမှတ် (၄၉) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701525,No (50) Ward,အမှတ် (၅၀) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,MMR013019701526,No (51) Ward,အမှတ် (၅၁) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701531,No (148) Ward,အမှတ် (၁၄၈) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701532,No (149) Ward,အမှတ် (၁၄၉) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701533,No (150) Ward,အမှတ် (၁၅၀) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701534,No (151) Ward,အမှတ် (၁၅၁) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701535,No (168) Ward,အမှတ် (၁၆၈) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701501,No (58) Ward,အမှတ် (၅၈) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701502,No (59) Ward,အမှတ် (၅၉) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701503,No (60) Ward,အမှတ် (၆၀) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701504,No (61) Ward,အမှတ် (၆၁) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701505,No (67) Ward,အမှတ် (၆၇) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701506,No (68) Ward,အမှတ် (၆၈) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701507,No (69) Ward,အမှတ် (၆၉) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701508,No (73) Ward,အမှတ် (၇၃) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701509,No (74) Ward,အမှတ် (၇၄) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701510,No (75) Ward,အမှတ် (၇၅) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701511,No (76) Ward,အမှတ် (၇၆) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701512,No (77) Ward,အမှတ် (၇၇) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701513,No (78) Ward,အမှတ် (၇၈) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701514,No (79) Ward,အမှတ် (၇၉) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701515,No (80) Ward,အမှတ် (၈၀) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701516,No (81) Ward,အမှတ် (၈၁) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701517,No (82) Ward,အမှတ် (၈၂) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701518,No (83) Ward,အမှတ် (၈၃) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701519,No (84) Ward,အမှတ် (၈၄) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701520,No (85) Ward,အမှတ် (၈၅) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701521,No (86) Ward,အမှတ် (၈၆) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701522,No (87) Ward,အမှတ် (၈၇) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701523,No (88) Ward,အမှတ် (၈၈) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701524,No (89) Ward,အမှတ် (၈၉) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701525,No (90) Ward,အမှတ် (၉၀) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701526,No (91) Ward,အမှတ် (၉၁) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701527,No (92) Ward,အမှတ် (၉၂) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701528,No (93) Ward,အမှတ် (၉၃) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701529,No (94) Ward,အမှတ် (၉၄) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),MMR013021701530,No (98) Ward,အမှတ် (၉၈) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013018,Dagon Myothit (South),MMR013018701,Dagon Myothit (South) Town,MMR013018701539,Kyi Su (West) Ward,ကျီစုအနောက်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013018,Dagon Myothit (South),MMR013018701,Dagon Myothit (South) Town,MMR013018701542,Lay Daunt Kan (South) Ward,လေးဒေါင့်ကန် (တောင်ပိုင်း) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013018,Dagon Myothit (South),MMR013018701,Dagon Myothit (South) Town,MMR013018701524,No (104) Ward,အမှတ် (၁၀၄) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013018,Dagon Myothit (South),MMR013018701,Dagon Myothit (South) Town,MMR013018701525,No (105) Ward,အမှတ် (၁၀၅) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013018,Dagon Myothit (South),MMR013018701,Dagon Myothit (South) Town,MMR013018701526,No (106) Ward,အမှတ် (၁၀၆) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013018,Dagon Myothit (South),MMR013018701,Dagon Myothit (South) Town,MMR013018701527,No (107) Ward,အမှတ် (၁၀၇) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013018,Dagon Myothit (South),MMR013018701,Dagon Myothit (South) Town,MMR013018701528,No (140) Ward,အမှတ် (၁၄၀) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013018,Dagon Myothit (South),MMR013018701,Dagon Myothit (South) Town,MMR013018701529,No (141) Ward,အမှတ် (၁၄၁) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013018,Dagon Myothit (South),MMR013018701,Dagon Myothit (South) Town,MMR013018701530,No (142) Ward,အမှတ် (၁၄၂) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013018,Dagon Myothit (South),MMR013018701,Dagon Myothit (South) Town,MMR013018701531,No (143) Ward,အမှတ် (၁၄၃) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013018,Dagon Myothit (South),MMR013018701,Dagon Myothit (South) Town,MMR013018701532,No (144) Ward,အမှတ် (၁၄၄) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013018,Dagon Myothit (South),MMR013018701,Dagon Myothit (South) Town,MMR013018701533,No (145) Ward,အမှတ် (၁၄၅) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013018,Dagon Myothit (South),MMR013018701,Dagon Myothit (South) Town,MMR013018701534,No (146) Ward,အမှတ် (၁၄၆) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
